Data Base;PU Base Manha
2024-09-25;2244,67
2024-09-26;2238,15
2024-09-27;2223,57
2024-09-30;2229,56
2024-10-01;2208,48
2024-10-02;2233,56
2024-10-03;2210,27
2024-10-04;2213,36
2024-10-07;2217,12
2024-10-08;2235,62
2024-10-09;2227,35
2024-10-10;2223,83
2024-10-11;2231,32
2024-10-14;2235,06
2024-10-15;2231,54
2024-10-16;2221,49
2024-10-17;2198,47
2024-10-18;2210,25
2024-10-21;2190,25
2024-10-22;2182,58
2024-10-23;2177,08
2024-10-24;2160,98
2024-10-25;2183,49
2024-10-28;2176,67
2024-10-29;2164,86
2024-10-30;2161,58
2024-10-31;2168,89
2024-11-01;2174,1
2024-11-04;2184,36
2024-11-05;2193,88
2024-11-06;2186,27
2024-11-07;2202,25
2024-11-08;2201,23
2024-11-11;2218,12
2024-11-12;2210,43
2024-11-13;2177,13
2024-11-14;2193,02
2024-11-18;2181,64
2024-11-19;2199,46
2024-11-21;2193,92
2024-11-22;2216,14
2024-11-25;2206,4
2024-11-26;2209,27
2024-11-27;2187,52
2024-11-28;2156,68
2024-11-29;2111,98
2024-12-02;2162,99
2024-12-03;2172,22
2024-12-04;2143,75
2024-12-05;2171,75
2024-12-06;2155,8
2024-12-09;2157,09
2024-12-10;2169,46
2024-12-11;2187,19
2024-12-12;2224,39
2024-12-13;2184,69
2024-12-16;2132,07
2024-12-17;2092,38
2024-12-18;2117,72
2024-12-19;2046,67
2024-12-20;2111,61
2024-12-23;2063,34
2024-12-26;2071,74
2024-12-27;2092,73
2024-12-30;2053,95
2025-01-02;2038,6
2025-01-03;2065,06
2025-01-06;2066,74
2025-01-07;2071,66
2025-01-08;2045,09
2025-01-09;2069,62
2025-01-10;2066,29
2025-01-13;2060,05
2025-01-14;2051,2
2025-01-15;2069,83
2025-01-16;2062,58
2025-01-17;2049,51
2025-01-20;2038,52
2025-01-21;2019,87
2025-01-22;2016,67
2025-01-23;2013,49
2025-01-24;2010,31
2025-01-27;2031,1
2025-01-28;2018,37
2025-01-29;2019,09
2025-01-30;2006,47
2025-01-31;2070,92
2025-02-03;2042,6
2025-02-04;2064,72
2025-02-05;2051,78
2025-02-06;2037,03
2025-02-07;2051,27
2025-02-10;2050,26
2025-02-11;2052,92
2025-02-12;2067,26
2025-02-13;2062,13
2025-02-14;2072,61
2025-02-17;2108,91
2025-02-18;2092,65
2025-02-19;2092,27
2025-02-20;2089,93
2025-02-21;2091,53
2025-02-24;2107,02
2025-02-25;2061,49
2025-02-26;2072,42
2025-02-27;2056,5
2025-02-28;2036,91
2025-03-05;2065,34
2025-03-06;2070,79
2025-03-07;2082,11
2025-03-10;2101,32
2025-03-11;2100,93
2025-03-12;2102,88
2025-03-13;2102,5
2025-03-14;2113,99
2025-03-17;2104,51
2025-03-18;2099,62
2025-03-19;2126,38
2025-03-20;2135,39
2025-03-21;2114,5
2025-03-24;2140,23
2025-03-25;2107,45
2025-03-26;2110,44
2025-03-27;2133,28
2025-03-28;2126,07
2025-03-31;2139,79
2025-04-01;2154,85
2025-04-02;2143,8
2025-04-03;2158,87
2025-04-04;2153,83
2025-04-07;2161,64
2025-04-08;2160,63
2025-04-09;2104,02
2025-04-10;2126,68
2025-04-11;2123,91
2025-04-14;2141,56
2025-04-15;2142,58
2025-04-16;2147,49
2025-04-17;2132,49
2025-04-22;2134,58
2025-04-23;2117,74
2025-04-24;2120,63
2025-04-25;2139,33
2025-04-28;2146,8
2025-04-29;2159,81
2025-04-30;2176,83
2025-05-02;2182,12
2025-05-05;2179,61
2025-05-06;2178,53
2025-05-07;2197,72
2025-05-08;2212,97
2025-05-09;2232,64
2025-05-12;2236,3
2025-05-13;2251,81
2025-05-14;2246,5
2025-05-15;2247,45
2025-05-16;2244,18
2025-05-19;2243,53
2025-05-20;2265,3
2025-05-21;2241,16
2025-05-22;2229,66
2025-05-23;2245,03
2025-05-26;2240,24
2025-05-27;2270,31
2025-05-28;2275,12
2025-05-29;2259,24
2025-05-30;2255,95
2025-06-02;2253,15
2025-06-03;2249,88
2025-06-04;2256,99
2025-06-05;2259,94
2025-06-06;2252,51
2025-06-09;2255,95
2025-06-10;2259,47
2025-06-11;2254,07
2025-06-12;2254,88
2025-06-13;2237,14
2025-06-16;2248,64
2025-06-17;2251,53
2025-06-18;2250,29
2025-06-20;2261,66
2025-06-23;2269,11
2025-06-24;2274,11
2025-06-25;2260,39
2025-06-26;2271,6
2025-06-27;2273,87
2025-06-30;2281,19
2025-07-01;2309,3
2025-07-02;2301,62
2025-07-03;2300,29
2025-07-04;2288,47
2025-07-07;2289,54
2025-07-08;2288,22
2025-07-09;2274,42
2025-07-10;2239,11
2025-07-11;2274,89
2025-07-14;2274,0
2025-07-15;2274,81
2025-07-16;2255,09
2025-07-17;2237,6
2025-07-18;2246,65
2025-07-21;2243,97
2025-07-22;2244,86
2025-07-23;2241,69
2025-07-24;2242,58
2025-07-25;2253,67
2025-07-28;2247,01
2025-07-29;2247,91
2025-07-30;2254,94
2025-07-31;2259,92
2025-08-01;2246,56
2025-08-04;2262,26
2025-08-05;2255,0
2025-08-06;2259,99
2025-08-07;2260,89
2025-08-08;2286,45
2025-08-11;2289,96
2025-08-12;2288,8
2025-08-13;2279,33
2025-08-14;2290,47
2025-08-15;2295,44
2025-08-18;2289,62
2025-08-19;2269,63
2025-08-20;2255,93
2025-08-21;2236,3
2025-08-22;2240,89
2025-08-25;2251,36
2025-08-26;2245,86
2025-08-27;2250,38
2025-08-28;2254,97
2025-08-29;2249,47
2025-09-01;2249,83
2025-09-02;2230,33
2025-09-03;2238,89
2025-09-04;2231,45
2025-09-05;2234,0
2025-09-08;2234,37
2025-09-09;2238,93
2025-09-10;2235,87
2025-09-11;2246,45
2025-09-12;2241,01
2025-09-15;2259,5
2025-09-16;2254,57
2025-09-17;2267,78
2025-09-18;2287,18
2025-09-19;2274,05
2025-09-22;2263,95
2025-09-23;2250,99
2025-09-24;2268,19
2025-09-25;2283,49
2025-09-26;2277,93
2025-09-29;2271,72
2025-09-30;2264,72
2025-10-01;2257,75
2025-10-02;2260,82
2025-10-03;2247,88
2025-10-06;2255,74
2025-10-07;2248,82
2025-10-08;2249,89
2025-10-09;2255,86
2025-10-10;2252,89
2025-10-13;2244,69
2025-10-14;2229,9
2025-10-15;2234,86
2025-10-16;2253,51
2025-10-17;2240,44
2025-10-20;2243,54
2025-10-21;2256,26
2025-10-22;2259,06
2025-10-23;2267,86
2025-10-24;2286,75
2025-10-27;2309,64
2025-10-28;2292,15
2025-10-29;2288,89
2025-10-30;2283,62
2025-10-31;2294,46
2025-11-03;2281,37
2025-11-04;2278,14
2025-11-05;2280,91
2025-11-06;2291,73
2025-11-07;2300,57
2025-11-10;2305,61
2025-11-11;2319,39
2025-11-12;2322,16
2025-11-13;2333,1
2025-11-14;2321,58
2025-11-17;2330,82
2025-11-18;2327,57
2025-11-19;2328,41
2025-11-21;2341,7
2025-11-24;2347,01
2025-11-25;2347,85
2025-11-26;2354,87
2025-11-27;2359,55
2025-11-28;2356,24
2025-12-01;2355,31
2025-12-02;2360,25
2025-12-03;2371,41
2025-12-04;2384,7
2025-12-05;2389,69
2025-12-08;2361,77
2025-12-09;2342,08
2025-12-10;2334,36
2025-12-11;2345,35
2025-12-12;2364,62
2025-12-15;2363,64
2025-12-16;2354,37
2025-12-17;2337,0
2025-12-18;2321,8
2025-12-19;2330,87
2025-12-22;2348,76
2025-12-23;2329,46
2025-12-26;2337,09
